ID,iq,wm
2239,104,9
4100,110,8
5984,100,9
8265,110,9
4829,107,9
725,98,9
3042,88,9
581,99,10
7020,91,11
8526,96,8
3283,83,10
8356,94,9
1984,114,10
8183,106,9
272,121,9
9526,99,10
2913,100,11
8007,103,11
6420,84,8
3294,101,9
2313,86,10
3597,101,9
6673,95,11
325,93,10
2200,112,10
1466,99,10
2844,91,10
4662,106,8
2467,112,9
5577,104,10
2060,86,9
5926,107,10
552,111,11
6531,92,9
4064,104,9
1999,120,9
2611,98,10
3058,75,8
7454,92,10
8676,99,10
2651,92,10
883,102,11
9052,99,11
3397,86,10
1071,92,10
3999,100,9
9500,104,10
5244,84,9
1196,97,10
4571,103,9
7171,110,8
8179,101,11
9066,116,10
8324,99,9
6903,103,9
3225,86,10
7710,98,8
5219,120,10
1000,85,9
2377,93,9
8820,105,11
1271,97,10
3088,102,9
2427,103,10
3701,105,9
4831,99,11
6018,93,8
9108,86,10
4888,106,9
6336,95,10
3747,100,9
8913,85,9
2113,121,9
6729,90,8
2670,128,9
2776,98,9
5987,97,8
3332,91,9
2161,107,9
4054,121,10
5959,102,10
217,111,8
2769,108,10
5918,105,10
1016,89,9
7982,104,10
4927,106,10
8012,101,10
3702,91,10
8490,94,8
8920,106,10
9931,100,9
5970,103,10
2098,94,9
4254,109,11
1667,109,9
6596,99,8
5058,73,8
851,81,11
7168,112,8
6812,96,11
4873,102,9
9181,93,9
9980,85,9
4430,119,9
5947,107,8
8591,98,10
6922,93,10
3405,103,8
6837,101,8
5604,103,8
4783,114,9
7292,108,8
821,84,12
6752,86,8
8501,90,9
6690,90,9
9974,95,10
307,94,9
2306,94,12
3144,96,10
5413,107,9
8193,111,7
6714,93,10
1681,97,10
4733,95,10
7070,100,9
3524,117,8
7529,92,10
8733,106,10
5729,99,11
2233,112,8
3462,112,8
6633,91,9
5979,88,8
7731,100,10
2656,101,7
8514,100,11
573,101,11
836,97,10
9627,100,10
9679,101,9
3735,93,8
3874,91,9
4275,99,10
365,96,9
6101,100,9
7774,95,11
3687,93,7
2070,106,9
3819,88,9
2687,116,9
8209,92,12
6290,89,11
570,107,8
7485,99,9
7080,103,9
6899,93,9
9766,115,9
9253,111,10
1707,93,9
5419,104,8
2492,106,11
146,110,11
890,93,9
6179,109,9
7806,110,9
2935,105,9
662,107,9
5322,87,10
4045,93,11
2720,96,11
8199,104,9
6715,112,9
1077,105,10
4758,100,9
1546,112,9
5731,92,10
2743,75,11
1981,102,10
3882,102,9
3890,100,10
1207,112,10
3111,110,9
5691,97,9
956,88,9
7684,115,11
440,113,11
7370,101,10
8208,100,10
1522,101,8
8793,96,11
4541,98,10
2302,99,7
6110,100,10
700,104,10
3126,84,9
7174,101,9
6979,86,9
520,98,9
1270,104,10
2413,87,10
8985,105,10
6914,93,10
9920,97,9
5185,96,9
7620,79,9
9820,97,9
7446,80,8
5108,108,9
4463,83,8
9407,98,9
9293,115,10
8332,94,9
1380,99,9
7391,103,10
6427,101,10
6286,95,10
3689,99,9
2596,107,11
9962,98,9
1662,115,8
1961,111,9
6613,96,10
6782,96,9
7488,95,9
7411,115,10
2333,105,10
4615,91,11
8989,93,10
9078,100,11
8980,96,9
4384,90,10
1315,100,10
2234,98,10
2835,112,11
1120,112,8
8752,95,11
2322,107,9
7797,92,8
2689,101,8
8318,101,9
5199,111,9
4554,101,10
6115,101,10
4106,84,10
4299,114,9
7183,105,10
2353,92,11
9476,103,7
5069,112,9
3652,94,10
8448,77,10
1311,91,9
5064,102,8
5500,84,11
3952,88,9
3312,101,9
4734,110,9
2051,94,8
1814,88,8
8758,81,9
8054,96,9
9061,105,11
2055,103,9
5000,96,9
6902,97,9
3282,90,10
9585,108,10
6594,107,8
1949,95,9
8353,107,9
2408,105,9
9757,98,9
1076,100,9
4123,91,10
768,110,10
9203,78,9
672,104,8
5408,107,8
4464,87,12
1788,103,9
5151,110,9
7980,96,10
5632,99,9
1259,98,10
7180,99,9
1321,100,10
4828,92,10
593,93,8
6198,90,11
6342,99,9
6526,115,9
6240,88,8
4933,99,8
7075,100,10
4916,110,10
7742,110,9
4389,95,9
6710,106,9
4703,84,12
2485,87,10
5158,91,10
3061,95,10
5733,84,11
5752,107,12
2390,85,10
8957,102,9
3102,98,10
8578,106,10
1830,104,8
5039,88,10
7199,104,8
152,110,10
8129,103,9
8994,88,10
863,116,11
4280,96,11
7050,109,10
6014,93,10
7412,121,10
4356,98,12
8611,109,11
7164,114,9
918,112,11
1017,115,9
6779,95,9
7507,102,9
9623,118,13
1188,102,8
4995,92,9
9741,105,10
3232,100,8
9089,78,9
3581,123,10
8755,80,9
6019,105,9
7739,119,8
5701,119,10
4012,98,10
4259,98,10
2813,105,10
9303,105,8
6331,89,9
5709,79,10
8052,102,11
413,101,11
5506,94,10
2232,94,11
987,109,8
6197,94,10
8882,87,9
7014,88,9
346,87,10
6869,109,9
7691,92,10
6560,99,10
2952,115,10
5281,95,10
7203,95,10
6864,90,10
5678,100,9
8805,106,10
2883,105,11
7961,111,8
7313,91,9
4560,90,8
8065,88,10
9331,94,8
4371,86,8
9949,103,9
6866,100,11
7759,105,9
8700,90,9
4531,100,10
4754,112,8
1078,105,10
5263,99,9
4814,107,8
4019,85,9
2858,96,8
3324,104,10
3159,97,11
6882,113,10
59,108,9
3437,95,10
7355,102,10
1711,98,11
385,107,9
6712,104,10
5396,95,9
8936,95,10
4691,98,8
9674,125,9
284,91,9
6100,83,8
401,103,9
6388,93,8
7213,102,10
3527,94,10
5074,101,12
9361,101,10
3587,99,10
3068,78,9
1539,100,11
9907,102,10
5131,86,12
8673,98,11
4420,97,11
6277,114,8
9749,89,10
4020,104,10
6302,98,9
5297,114,10
1346,102,10
3697,108,10
4197,97,10
1977,115,10
4125,106,10
5369,98,9
6802,102,9
3079,99,10
9995,103,10
1565,91,7
2740,91,9
5217,106,10
729,107,11
8842,93,8
3507,116,10
6853,93,11
2878,108,10
6356,92,9
3695,83,9
4675,94,8
3904,88,11
6495,94,11
3252,69,8
3391,98,10
1908,83,8
741,88,9
7854,100,10
2855,101,11
4339,80,8
4072,116,8
3549,107,9
5498,108,10
6873,108,9
3409,103,10
3494,99,12
4235,94,9
3865,95,12
4904,83,11
1151,111,10
2958,96,11
1615,106,10
677,93,11
616,86,9
9505,114,10
799,110,8
5601,98,12
6510,101,10
1047,102,10
9774,71,10
4781,94,11
9831,107,8
9238,86,11
6387,115,9
817,102,9
58,95,10
9844,81,8
4533,104,9
734,94,8
7193,107,10
5657,108,10
5924,107,8
5539,106,9
7736,122,9
4323,91,11
463,107,9
1286,105,10
423,95,9
6629,115,11
8404,92,8
1819,89,11
1600,94,9
9377,97,10
7340,97,9
4880,96,10
8975,98,9
3112,109,9
2578,98,9
6953,113,10
7780,97,9
6250,101,9
5932,108,10
4506,104,9
5685,93,8
3347,128,10
708,105,10
2659,92,11
9669,90,10
8074,92,10
2273,93,9
4633,103,11
9178,101,10
2562,105,9
1074,113,9
2440,102,8
4443,99,10
3492,108,9
3552,106,11
8166,97,10
1633,99,10
2526,102,9
7496,122,12
5630,98,10
2319,85,10
8418,98,8
7421,115,9
6457,96,10
3726,102,9
7279,92,9
3858,89,9
9103,109,7
1890,100,9
1664,100,10
6907,104,10
7230,96,10
6444,101,10
2262,111,10
7917,87,10
4288,96,9
2866,102,10
2481,103,11
9112,102,8
1408,99,11
4206,114,7
9633,100,9
522,103,9
4654,94,9
2712,83,10
5931,114,10
8411,99,11
2564,117,10
3440,103,9
3453,74,9
6656,87,9
8523,67,8
9745,98,11
9260,92,9
5328,117,9
4424,95,7
9613,93,10
450,103,10
336,94,9
548,108,11
2603,104,9
6622,92,10
1975,101,9
9970,101,11
7214,98,11
5305,102,10
9401,109,9
6224,90,11
5076,109,11
6565,83,9
4736,97,8
3496,89,10
5564,98,9
7273,92,9
7542,98,9
835,101,10
9722,107,10
265,95,7
3577,102,11
268,102,10
2165,95,10
8380,115,9
7397,114,10
6460,100,10
7142,106,10
4735,107,10
9114,106,9
8737,96,11
9555,98,10
7524,92,9
976,104,8
6270,102,10
6097,106,9
3174,105,11
9003,98,11
837,88,9
7566,99,10
3023,87,11
3212,95,9
6374,95,8
1761,84,9
9426,111,10
7706,102,9
1371,112,8
8713,92,9
3855,98,10
7603,100,10
4532,106,10
1822,98,11
8272,101,10
4029,114,9
3621,83,11
5240,91,10
9668,107,10
7927,107,9
1841,94,9
6706,99,9
8210,99,10
3179,89,9
6432,100,9
3801,91,10
5355,94,11
1944,108,7
7612,112,8
8489,104,9
9924,86,9
396,96,9
7385,100,9
6909,80,11
590,88,8
7989,110,8
9629,104,10
2885,111,10
3805,90,11
4759,108,10
3986,107,12
903,100,9
4518,104,12
3335,106,9
8369,96,10
1674,103,9
7725,94,10
6884,109,9
920,106,10
7450,107,12
910,105,8
2065,84,9
7836,93,9
9,105,10
1881,102,9
6144,103,12
8215,91,10
4905,107,9
964,109,10
3924,115,10
2688,99,9
2286,90,9
9967,112,11
6551,90,10
314,94,10
9041,110,9
5312,97,9
505,110,9
486,107,9
9772,105,9
3720,104,10
8693,111,9
5164,105,10
4645,103,9
6963,92,11
4876,112,11
1445,106,11
3372,97,10
8121,108,10
1828,105,9
6129,88,11
3353,91,10
5597,99,9
7238,108,8
4053,97,9
2690,90,10
3241,94,10
9352,97,11
732,111,10
868,89,9
6026,116,10
554,92,9
3829,114,9
7528,97,10
811,91,10
3120,102,8
2032,118,9
5561,111,10
3203,99,9
2000,103,9
1459,89,9
2704,98,10
7442,117,10
3361,85,9
3338,105,9
9447,97,9
4222,92,8
1267,99,11
8045,119,10
2493,89,11
3982,102,9
2418,103,10
3050,95,10
6983,105,11
805,104,11
7097,97,10
2444,104,12
9342,120,9
3673,89,10
5935,85,9
5952,86,9
9010,67,10
2709,99,11
635,97,10
2506,109,8
5920,105,10
9378,92,9
3998,81,10
297,100,10
8098,90,9
201,105,9
3331,99,10
2420,105,9
9227,102,12
3823,107,9
9601,97,10
8808,89,10
1142,105,10
6709,108,9
9279,120,11
3424,81,9
8610,97,9
1486,96,11
9126,94,11
819,89,8
2129,91,11
5400,108,11
3295,88,9
5483,95,10
354,100,9
779,84,10
1876,108,10
1257,99,10
2554,107,8
5809,87,9
4998,102,10
9092,109,9
8018,90,11
7151,100,9
2657,95,8
5762,112,10
2082,97,9
3202,101,9
8232,83,10
4925,106,9
6471,96,9
2375,103,8
9816,112,10
2017,79,9
982,105,9
4558,99,9
1543,91,9
8569,104,11
2052,109,11
9288,114,11
7994,106,10
4026,93,9
283,99,9
208,88,9
7549,121,9
3400,96,9
9406,92,8
6925,93,9
2437,86,10
5184,114,10
9014,102,10
8883,95,10
7439,96,9
4083,107,11
8935,102,9
3607,102,10
6313,89,10
2973,100,9
3625,113,9
8746,100,9
7704,104,10
2514,106,9
9776,86,10
6187,105,11
7204,99,9
1474,77,10
7505,111,10
3402,98,10
1172,114,9
9794,111,10
4262,74,9
5541,108,10
9537,96,10
6380,114,10
6632,97,9
9730,99,11
515,88,12
624,110,9
7033,89,8
8754,122,9
9625,87,11
93,118,9
4624,102,10
8067,97,9
8455,98,7
4482,96,10
5598,83,10
8955,93,11
931,97,9
8297,101,10
3124,106,9
7749,96,10
2260,111,8
612,88,10
8108,89,8
9265,112,9
7015,112,9
5876,86,9
8161,96,8
1375,106,11
774,91,11
6430,87,9
9444,96,11
1433,86,10
5523,72,9
8451,99,8
7700,98,10
572,79,9
3893,110,11
5690,108,10
7237,93,9
5128,100,8
4428,92,11
1493,103,10
8327,99,9
7942,103,10
6844,93,9
8921,100,10
4465,87,9
9750,100,11
6003,90,10
1969,102,10
9698,111,9
5043,101,9
9059,112,9
3923,103,9
3817,99,9
1083,100,9
4178,105,10
6134,114,11
235,94,8
2446,105,11
8188,90,10
4374,109,9
1743,106,9
2259,101,9
1900,99,8
5814,109,9
2750,90,10
9704,110,8
3291,106,12
3034,112,8
578,107,8
1804,104,10
7658,104,8
4303,107,7
8310,102,11
8229,94,10
7847,96,9
4202,90,12
7309,79,9
1011,72,8
8854,119,9
5417,110,9
8295,86,9
9913,117,9
8382,99,9
7328,112,10
3392,103,11
5144,99,10
2875,77,10
7007,95,12
1279,98,9
6258,82,9
509,102,11
1342,113,9
8776,103,8
258,103,10
4688,128,9
3769,93,11
8777,79,9
63,104,11
7395,120,9
4884,102,9
8372,116,10
8829,92,9
7809,91,10
7873,100,8
2246,80,10
4185,89,10
9964,103,8
1351,92,11
1627,95,11
9079,94,10
285,100,8
4739,73,10
7768,99,11
6547,89,8
4706,94,11
5869,86,9
7271,111,10
7079,87,11
8104,124,10
8721,99,10
4770,86,9
631,104,10
5921,106,11
2029,82,11
280,104,9
8256,114,9
6849,108,10
6674,81,9
9255,104,11
3772,114,9
7523,105,8
3522,92,10
565,103,9
4826,89,9
3837,104,12
8115,96,10
2167,102,9
7708,87,10
485,104,10
2056,90,11
9567,112,11
6477,95,9
5493,107,10
2668,89,12
1793,106,11
5393,105,9
5303,120,9
1563,109,9
6265,86,11
8801,102,8
4914,95,10
5790,104,9
1605,102,11
105,102,10
8261,102,9
9025,81,9
4989,104,11
3215,101,10
9262,91,11
3984,84,9
507,100,9
4830,84,9
3617,115,10
293,101,9
518,89,10
9511,95,10
3705,107,11
3082,83,10
6344,116,10
3759,102,8
5097,96,10
6292,93,10
4528,97,9
6678,108,8
6078,101,10
5012,111,11
2605,91,10
4309,97,8
5941,88,10
5936,78,9
4113,107,10
1935,108,10
6440,101,10
3226,110,10
5524,89,9
2557,109,9
3831,94,11
8510,95,7
1349,100,9
9199,100,6
338,104,9
698,104,11
2275,99,10
3713,110,9
9838,97,10
4931,105,10
3168,107,9
8922,102,9
838,88,9
5374,100,11
1101,108,10
7302,96,10
6064,108,10
2937,97,9
6660,106,9
8665,107,8
5520,98,10
6218,113,10
8897,97,10
5543,108,10
4386,109,9
4021,97,11
874,101,8
1128,102,13
5061,82,9
2975,108,8
5716,105,9
4639,90,12
5398,99,11
5808,106,10
5433,96,8
1337,95,10
9285,105,10
6178,106,9
1012,103,10
5160,109,9
5147,80,10
1914,124,10
7491,108,10
6640,103,10
9771,93,9
6031,92,9
744,102,10
2784,116,11
8040,107,10
8486,85,8
8623,96,11
1803,99,10
2556,111,9
1319,101,10
4446,91,10
1834,108,10
758,93,9
3505,106,10
5502,109,9
5445,98,8
4454,98,8
5844,82,11
9281,98,11
3381,122,11
8880,101,10
3978,93,9
3729,88,13
7895,89,10
7318,77,10
1679,112,9
5037,103,11
1616,102,9
6931,102,11
6203,100,10
2946,102,11
2823,107,8
2601,112,9
6267,85,10
6058,61,10
4683,98,8
5774,109,10
3466,113,10
5358,112,9
9556,98,8
2054,105,9
1833,101,8
3439,88,10
4512,102,9
1215,89,9
8527,87,7
7761,100,9
9160,115,8
1301,99,11
2117,96,8
6217,95,8
867,89,9
2843,102,7
2869,93,10
2381,90,9
9314,88,9
3630,100,11
2389,99,9
9667,112,10
5572,89,10
4268,100,11
4707,91,9
3791,109,10
8420,111,10
6901,95,10
1973,93,8
4938,98,11
4804,111,9
2793,83,10
4763,112,10
2891,84,9
2649,121,10
4847,99,10
2879,96,9
5946,99,12
4852,86,9
8702,104,9
9129,102,11
3710,102,11
6252,113,8
4808,96,9
5600,112,10
6638,90,10
7478,102,9
6044,91,9
7718,103,11
3209,96,10
3694,120,8
4130,84,9
6569,104,9
3857,107,9
3902,98,9
8712,112,10
8339,96,9
9721,97,10
8844,97,10
2187,100,8
6111,94,9
9011,109,10
4342,91,11
2189,93,10
7925,118,8
9002,114,8
1549,103,8
4289,84,8
3228,93,10
85,88,11
5885,81,8
2425,88,9
2249,94,8
8833,95,10
2661,97,10
2808,84,8
9963,111,10
3869,110,8
9865,99,9
6248,91,8
6515,110,11
7550,110,10
3991,100,10
5514,102,11
8715,93,12
2890,105,9
7977,103,10
7165,77,10
9863,134,10
5648,97,9
9132,98,10
442,94,8
2553,95,9
8528,83,9
7089,110,10
187,107,10
8212,96,9
8782,94,10
5345,108,9
1894,101,10
5399,104,10
6588,89,10
7407,94,10
7986,105,9
8118,100,8
3299,95,11
5957,88,9
5793,101,10
3872,94,11
7059,100,10
3006,100,9
4524,98,11
5874,87,9
2091,94,9
4605,90,9
6570,101,10
4147,107,10
4313,112,9
8493,119,9
532,92,10
937,103,11
7560,89,10
7025,85,8
7255,110,10
9857,98,9
6898,96,11
1842,92,9
829,107,9
9037,103,9
3073,91,10
2566,102,10
1560,89,10
1684,90,10
6734,94,8
5980,126,11
1453,81,9
5377,108,10
8987,107,11
2448,89,11
2178,95,9
534,89,10
4119,86,9
8494,116,8
1386,107,10
2063,107,9
6414,100,9
8222,87,9
2966,99,8
357,84,9
420,114,10
6592,105,9
5824,94,9
2170,97,10
3506,103,10
1970,110,11
3288,93,9
6700,90,10
9530,97,9
2099,90,8
1419,92,9
5188,77,9
2680,95,10
3868,67,10
9185,96,9
832,87,9
4066,113,9
3966,102,9
8173,103,11
8864,119,10
2365,98,10
6705,98,10
1105,102,9
4789,92,9
7956,94,9
3709,101,10
6757,96,9
5717,99,11
2647,110,10
6815,85,10
7559,113,9
8890,98,8
1312,109,9
4823,108,10
6604,107,11
1801,104,8
5042,98,12
6999,89,9
1610,81,9
9490,88,9
7993,96,8
1511,81,8
4659,96,8
4755,106,10
7538,95,9
536,92,9
6162,100,12
4121,106,9
9147,107,9
3838,106,10
4840,111,9
2541,94,10
8405,110,10
7055,98,9
1080,110,10
4157,79,10
1392,104,9
2510,121,9
6408,97,8
8022,99,9
4809,103,12
4932,96,11
2948,112,10
4086,107,9
9111,105,8
4263,89,10
7428,93,9
2961,100,9
5443,94,8
4397,107,8
7339,103,8
8419,99,9
1184,104,9
6481,101,9
5849,103,10
6745,86,10
8612,103,11
6348,82,10
9063,124,11
410,99,10
2939,80,8
4918,114,9
6829,97,9
602,115,8
7609,107,10
3016,106,9
4153,99,10
9451,103,9
1347,86,10
9429,107,11
6065,114,9
5153,86,9
7298,102,8
2507,113,8
8292,105,9
1901,85,10
1213,99,9
4632,107,10
5896,92,10
2134,84,8
2251,101,10
9382,104,10
1537,91,8
1545,93,10
5565,96,9
5290,88,10
1013,114,10
754,98,11
849,89,10
2380,97,8
3912,101,10
8305,107,10
2582,114,9
8740,100,9
2061,80,10
4959,78,8
3763,99,9
8881,97,9
1663,89,9
8603,113,10
9402,113,9
1613,105,9
2451,96,11
2950,96,8
5216,88,10
289,89,8
7383,91,10
3032,107,9
9971,101,9
7019,101,8
3314,94,10
6085,88,10
3540,102,10
764,103,10
1854,102,9
9368,103,8
1020,106,10
770,98,10
7403,122,10
4474,102,13
755,88,11
9557,84,10
6876,102,10
4977,96,9
4612,115,9
1523,103,11
4779,96,10
4122,82,9
8764,99,12
9578,97,10
1010,114,9
5640,111,11
2994,102,10
9813,104,10
7261,114,9
398,100,10
5743,96,10
9387,107,10
6503,124,10
3356,93,10
6309,92,11
5519,100,8
9140,97,9
9109,98,9
1657,107,9
3841,87,10
4412,98,10
539,93,11
2983,113,10
6883,100,8
7814,114,10
126,119,10
407,98,11
8394,98,10
5776,106,9
968,108,9
7897,94,8
8178,112,12
2179,91,10
49,83,9
8823,108,11
7695,88,11
2996,104,11
3187,96,8
9073,110,10
8299,89,9
8568,96,9
6677,84,8
9589,112,11
8638,88,8
7561,97,12
8735,103,7
7492,82,9
5696,102,9
9404,89,10
6376,94,8
2097,93,11
5830,93,9
4480,99,10
757,94,10
3717,105,8
1126,104,9
8004,95,9
7888,98,10
3236,82,9
695,102,10
6856,108,10
9496,91,10
4802,98,9
6436,99,10
6171,89,9
826,97,10
6564,108,11
412,105,11
766,86,10
5621,103,10
6295,114,10
4586,130,10
5751,103,9
7692,97,9
9251,109,8
1791,99,8
9034,109,7
8837,101,9
1796,91,8
7228,91,10
8276,95,8
6455,77,10
1048,98,9
7796,107,9
2368,90,10
9626,99,11
2871,120,9
2429,99,9
4047,94,11
6213,124,10
7894,83,9
9618,88,10
6697,98,9
4865,113,8
2303,79,9
4863,100,9
5478,91,11
8822,100,9
4126,99,10
4807,102,8
2290,90,10
697,99,9
6452,95,9
5639,100,10
6765,110,11
4017,111,10
3873,89,8
1538,104,10
4196,98,10
6653,81,10
5423,102,10
8023,95,12
7728,93,8
1516,95,10
8912,120,10
6069,93,10
5617,107,9
9105,104,9
2361,107,9
5285,95,11
5911,103,10
2357,83,9
558,102,11
3679,90,8
5895,102,9
494,68,10
9828,97,9
3350,110,10
2561,100,9
4726,73,10
5866,113,9
4367,75,10
9545,103,8
3971,97,9
2351,104,10
6232,95,10
4928,110,9
3810,109,10
2812,105,10
8670,92,10
5049,104,9
4312,93,12
7937,98,9
1218,95,10
2282,99,11
2927,101,10
84,86,10
4089,94,10
9543,98,9
9408,108,9
386,113,9
1996,92,9
6680,110,8
436,95,10
3234,98,10
9515,89,9
2013,83,9
9584,88,8
6494,98,7
2955,87,9
1553,100,10
528,99,8
8020,89,8
5360,93,10
9859,102,8
8342,94,12
6517,94,9
7963,99,11
545,85,10
8352,110,9
9007,87,9
4663,119,10
4658,100,9
6231,74,11
9702,95,10
7087,88,7
2107,96,9
133,106,9
8681,101,10
5038,98,10
909,100,10
2340,100,10
6285,116,10
5818,92,8
1247,87,10
8433,99,11
8113,101,9
1181,95,7
1547,102,11
7125,109,10
388,93,11
5742,97,10
2706,108,8
4934,100,12
2969,113,11
6956,76,9
1146,93,8
4833,87,10
9329,88,10
9892,96,11
1338,102,9
4994,97,10
9728,87,10
5202,104,10
7172,111,10
3968,119,8
9187,96,10
3606,108,9
5687,85,9
2255,100,10
6682,93,12
6550,99,10
8255,101,8
1091,110,10
6271,95,11
2501,112,9
1373,114,10
6276,95,9
1109,111,9
3754,92,8
4950,90,10
8488,89,9
1754,89,9
124,98,8
9347,120,12
6140,104,9
8094,105,9
1477,97,9
6971,99,9
7322,92,11
4164,84,8
8453,100,8
4200,101,9
1939,87,9
2597,109,11
1356,110,10
5026,91,8
4273,114,10
8434,101,11
1557,117,12
1548,100,10
7459,95,12
7905,117,10
5837,109,10
7071,98,8
9074,96,8
3150,106,10
8395,119,10
710,94,11
1302,130,11
936,93,9
8249,93,10
1872,104,11
899,114,9
9770,116,12
9149,104,11
2169,97,9
6981,116,9
5142,90,11
7346,92,9
6672,97,10
484,102,9
1670,102,11
2254,99,9
3447,93,11
3205,98,8
1307,110,11
143,113,10
9081,102,9
1316,103,11
2036,117,7
506,88,9
5255,92,9
5059,100,10
3961,116,9
8684,101,8
2292,107,9
3458,100,9
1917,86,9
9573,119,7
7881,115,10
3572,91,9
4595,87,7
4358,89,10
9239,101,9
2914,110,10
1317,108,9
5319,75,9
8289,92,9
3417,93,10
3804,99,8
5089,83,10
7382,104,10
7608,94,9
1422,90,10
3469,115,8
1862,83,8
9666,84,9
1740,113,9
713,90,11
841,92,9
8608,101,10
2674,111,10
1189,106,8
1800,82,11
7305,79,10
8001,78,8
6599,107,9
2183,97,11
404,98,9
5707,97,10
2536,98,9
2088,98,11
5708,108,10
3638,93,7
4105,111,10
4354,102,11
954,93,10
496,91,8
9678,98,9
2084,105,9
8516,111,11
9264,83,9
9296,89,9
995,107,8
5252,81,10
7626,90,9
9158,75,9
4218,102,9
9631,106,11
3278,94,9
7479,100,10
7802,97,8
9192,117,10
8545,106,11
690,99,10
7597,98,11
9605,121,10
3223,106,9
433,106,11
5009,96,8
304,95,9
9218,93,9
9224,88,9
7398,104,10
645,95,8
9287,85,8
3360,110,11
8468,83,10
9823,107,8
3011,96,10
844,112,10
7965,121,10
5415,105,9
2194,101,11
9042,94,11
6233,109,10
4673,101,11
2648,96,9
3613,85,10
1161,92,9
7440,101,11
6448,97,9
6359,101,10
2943,97,9
7743,97,8
4514,98,8
1144,104,9
5292,130,10
8624,84,11
2644,108,8
9318,95,9
9735,104,9
8099,97,10
1715,96,12
1685,89,10
2226,106,8
6370,105,10
6761,103,8
9819,79,9
3644,104,10
944,109,8
4674,77,9
8662,107,9
2724,97,9
5592,97,11
1072,112,10
9818,98,11
3146,94,11
7078,89,10
8998,113,9
6675,120,11
5273,106,8
3990,111,10
4550,113,10
5635,95,9
6654,100,12
5403,108,10
2528,103,10
2384,88,9
8845,115,10
3707,92,10
1093,80,9
8203,114,9
3757,106,10
8428,102,9
4191,90,9
7933,96,9
7467,92,9
9733,102,9
9804,86,10
9751,105,9
4201,99,7
1716,93,7
6713,94,11
1123,81,10
5571,94,10
2138,110,9
2110,80,10
5779,90,10
983,107,10
684,86,8
1148,113,10
9110,119,10
2903,97,9
12,98,10
5807,105,11
6708,96,9
977,94,10
9357,112,10
9799,101,10
7390,132,8
9531,106,10
9769,92,9
395,80,9
3218,107,11
3888,109,11
8765,100,10
7406,102,7
9159,116,9
9933,111,11
3640,105,9
1248,112,11
3298,104,9
2806,86,8
9414,102,8
7173,87,8
2886,92,10
9516,101,9
3661,90,10
6102,98,8
7871,109,10
2809,102,8
7817,110,11
46,91,9
7916,99,10
984,110,9
1925,97,9
4687,95,10
3287,100,9
4334,108,11
2495,103,9
1958,101,8
9976,97,10
3932,104,10
2376,88,11
2288,109,11
5789,104,10
1052,87,7
560,115,9
8564,102,10
7966,84,10
5402,107,8
3813,104,10
5384,100,10
5944,92,10
5068,100,10
2175,107,7
3848,99,10
4603,88,11
3477,116,11
5048,97,10
1923,100,10
253,83,10
3071,88,10
1593,92,11
1085,91,9
5870,82,9
9532,100,10
6620,100,8
1174,121,8
6726,97,9
1190,79,8
540,92,11
3650,97,9
2606,89,8
3579,91,10
7128,101,11
1898,96,10
1906,113,10
3734,103,10
881,115,10
6107,108,11
7337,94,9
7194,120,10
5907,89,8
9905,81,10
3062,102,9
7067,98,9
4232,109,9
1877,98,10
8216,109,8
7475,104,9
7275,85,9
8642,103,9
3302,91,11
3861,105,10
2181,104,8
5407,95,9
3616,103,10
8692,92,11
7709,108,9
4997,109,11
5361,111,10
3768,91,10
4135,109,10
8033,104,11
9594,100,8
3500,107,10
843,122,10
5556,91,10
1950,117,9
1187,108,12
4251,102,10
9683,94,8
9379,96,10
7444,106,9
8373,98,11
4732,87,9
367,80,10
6723,107,10
3451,84,9
8449,113,9
2102,76,10
9846,102,11
2786,99,10
6603,121,10
8153,87,10
7419,105,10
4609,106,10
6311,98,10
7769,87,10
225,103,10
5055,119,9
2909,118,9
780,84,11
5783,90,8
5307,88,10
9320,108,9
3309,91,9
9113,88,9
6467,77,9
4508,95,10
4051,98,10
6780,106,12
6949,105,8
9221,84,9
5994,115,10
4610,110,10
5017,89,9
474,98,10
7422,106,11
8371,90,9
4973,102,10
9960,106,10
3845,75,10
6191,112,10
8473,105,10
8253,89,10
9717,110,10
4568,81,8
9940,95,9
7374,95,8
1481,102,12
3119,92,9
7329,79,8
5404,97,8
8536,104,8
275,87,10
3420,109,9
519,100,10
4347,97,10
1225,88,8
9315,91,10
1485,92,9
6586,96,10
7622,101,10
7819,102,9
9663,112,10
8704,97,10
702,119,9
3275,114,9
4711,108,11
7660,118,10
5797,107,9
5680,110,8
1440,87,9
1568,100,11
5816,110,9
2130,105,12
8326,118,10
9228,98,10
9870,107,9
1276,94,10
8751,116,11
1625,92,9
3969,111,9
5534,90,8
9188,103,10
6724,108,10
2358,111,11
815,109,9
7356,109,9
6984,88,10
6226,108,11
5210,98,10
8879,100,8
9054,102,8
9817,114,11
7185,92,9
4893,103,8
8540,99,10
5391,89,10
4172,66,10
9248,105,10
6740,107,8
9577,110,10
3039,104,9
8513,89,9
7859,96,9
6173,84,10
7132,105,11
8991,92,9
2788,102,9
3599,112,10
9399,86,10
2076,92,9
2296,85,9
7557,107,10
3343,104,8
1838,96,10
9926,93,10
687,102,11
7641,85,11
6774,98,9
6194,86,11
7179,116,11
6239,104,11
9307,101,11
6241,105,10
6279,69,9
7109,99,9
8266,106,9
